Nomination_Award_Name,Nomination_Iteration_Number,Film,Winner
Best Writing (Screenplay Written Directly for the Screen),59,Salvador,Salvador
Best Writing (Screenplay Written Directly for the Screen),60,Au revoir les enfants,Au revoir les enfants
Best Writing (Screenplay Written Directly for the Screen),60,Broadcast News,Broadcast News
Best Writing (Screenplay Written Directly for the Screen),60,Hope and Glory,Hope and Glory
Best Writing (Screenplay Written Directly for the Screen),60,Moonstruck,Moonstruck
Best Writing (Screenplay Written Directly for the Screen),60,Radio Days,Radio Days
Best Writing (Screenplay Written Directly for the Screen),61,A Fish Called Wanda,A Fish Called Wanda
Best Writing (Screenplay Written Directly for the Screen),61,Big,Big
Best Writing (Screenplay Written Directly for the Screen),61,Bull Durham,Bull Durham
Best Writing (Screenplay Written Directly for the Screen),61,Rain Man,Rain Man
Best Writing (Screenplay Written Directly for the Screen),61,Running on Empty,Running on Empty
Best Writing (Screenplay Written Directly for the Screen),62,Crimes and Misdemeanors,Crimes and Misdemeanors
Best Writing (Screenplay Written Directly for the Screen),62,Dead Poets Society,Dead Poets Society
Best Writing (Screenplay Written Directly for the Screen),62,Do the Right Thing,Do the Right Thing
Best Writing (Screenplay Written Directly for the Screen),62,"Sex, Lies, and Videotape","Sex, Lies, and Videotape"
Best Writing (Screenplay Written Directly for the Screen),62,When Harry Met Sally...,When Harry Met Sally...
Best Writing (Screenplay Written Directly for the Screen),63,Alice,Alice
Best Writing (Screenplay Written Directly for the Screen),63,Avalon,Avalon
Best Writing (Screenplay Written Directly for the Screen),63,Ghost,Ghost
Best Writing (Screenplay Written Directly for the Screen),63,Green Card,Green Card
Best Writing (Screenplay Written Directly for the Screen),63,Metropolitan,Metropolitan
Best Writing (Screenplay Written Directly for the Screen),64,Boyz n the Hood,Boyz n the Hood
Best Writing (Screenplay Written Directly for the Screen),64,Bugsy,Bugsy
Best Writing (Screenplay Written Directly for the Screen),64,Grand Canyon,Grand Canyon
Best Writing (Screenplay Written Directly for the Screen),64,The Fisher King,The Fisher King
Best Writing (Screenplay Written Directly for the Screen),64,Thelma & Louise,Thelma & Louise
Best Writing (Screenplay Written Directly for the Screen),65,Husbands and Wives,Husbands and Wives
Best Writing (Screenplay Written Directly for the Screen),65,Lorenzo's Oil,Lorenzo's Oil
Best Writing (Screenplay Written Directly for the Screen),65,Passion Fish,Passion Fish
Best Writing (Screenplay Written Directly for the Screen),65,The Crying Game,The Crying Game
Best Writing (Screenplay Written Directly for the Screen),65,Unforgiven,Unforgiven
Best Writing (Screenplay Written Directly for the Screen),66,Dave,Dave
Best Writing (Screenplay Written Directly for the Screen),66,In the Line of Fire,In the Line of Fire
Best Writing (Screenplay Written Directly for the Screen),66,Philadelphia,Philadelphia
Best Writing (Screenplay Written Directly for the Screen),66,Sleepless in Seattle,Sleepless in Seattle
Best Writing (Screenplay Written Directly for the Screen),66,The Piano,The Piano
Best Writing (Screenplay Written Directly for the Screen),67,Bullets Over Broadway,Bullets Over Broadway
Best Writing (Screenplay Written Directly for the Screen),67,Four Weddings and a Funeral,Four Weddings and a Funeral
Best Writing (Screenplay Written Directly for the Screen),67,Heavenly Creatures,Heavenly Creatures
Best Writing (Screenplay Written Directly for the Screen),67,Pulp Fiction,Pulp Fiction
Best Writing (Screenplay Written Directly for the Screen),67,Three Colours: Red,Three Colours: Red
Best Writing (Screenplay Written Directly for the Screen),68,Braveheart,Braveheart
Best Writing (Screenplay Written Directly for the Screen),68,Mighty Aphrodite,Mighty Aphrodite
Best Writing (Screenplay Written Directly for the Screen),68,Nixon,Nixon
Best Writing (Screenplay Written Directly for the Screen),68,The Usual Suspects,The Usual Suspects
Best Writing (Screenplay Written Directly for the Screen),68,Toy Story,Toy Story
Best Writing (Screenplay Written Directly for the Screen),69,Fargo,Fargo
Best Writing (Screenplay Written Directly for the Screen),69,Jerry Maguire,Jerry Maguire
Best Writing (Screenplay Written Directly for the Screen),69,Lone Star,Lone Star
Best Writing (Screenplay Written Directly for the Screen),69,Secrets & Lies,Secrets & Lies
Best Writing (Screenplay Written Directly for the Screen),69,Shine,Shine
Best Writing (Screenplay Written Directly for the Screen),70,As Good as It Gets,As Good as It Gets
Best Writing (Screenplay Written Directly for the Screen),70,Boogie Nights,Boogie Nights
Best Writing (Screenplay Written Directly for the Screen),70,Deconstructing Harry,Deconstructing Harry
Best Writing (Screenplay Written Directly for the Screen),70,Good Will Hunting,Good Will Hunting
Best Writing (Screenplay Written Directly for the Screen),70,The Full Monty,The Full Monty
Best Writing (Screenplay Written Directly for the Screen),71,Bulworth,Bulworth
Best Writing (Screenplay Written Directly for the Screen),71,Life Is Beautiful,Life Is Beautiful
Best Writing (Screenplay Written Directly for the Screen),71,Saving Private Ryan,Saving Private Ryan
Best Writing (Screenplay Written Directly for the Screen),71,Shakespeare in Love,Shakespeare in Love
Best Writing (Screenplay Written Directly for the Screen),71,The Truman Show,The Truman Show
Best Writing (Screenplay Written Directly for the Screen),72,American Beauty,American Beauty
Best Writing (Screenplay Written Directly for the Screen),72,Being John Malkovich,Being John Malkovich
Best Writing (Screenplay Written Directly for the Screen),72,Magnolia,Magnolia
Best Writing (Screenplay Written Directly for the Screen),72,The Sixth Sense,The Sixth Sense
Best Writing (Screenplay Written Directly for the Screen),72,Topsy-Turvy,Topsy-Turvy
Best Writing (Screenplay Written Directly for the Screen),73,Almost Famous,Almost Famous
Best Writing (Screenplay Written Directly for the Screen),73,Billy Elliot,Billy Elliot
Best Writing (Screenplay Written Directly for the Screen),73,Erin Brockovich,Erin Brockovich
Best Writing (Screenplay Written Directly for the Screen),73,Gladiator,Gladiator
Best Writing (Screenplay Written Directly for the Screen),73,You Can Count on Me,You Can Count on Me
Best Writing (Screenplay Written Directly for the Screen),74,Amélie,Amélie
Best Writing (Screenplay Written Directly for the Screen),74,Gosford Park,Gosford Park
Best Writing (Screenplay Written Directly for the Screen),74,Memento,Memento
Best Writing (Screenplay Written Directly for the Screen),74,Monster's Ball,Monster's Ball
Best Writing (Screenplay Written Directly for the Screen),74,The Royal Tenenbaums,The Royal Tenenbaums
Best Writing (Screenplay),8,Captain Blood,Captain Blood
Best Writing (Screenplay),8,Mutiny on the Bounty,Mutiny on the Bounty
Best Writing (Screenplay),8,The Informer,The Informer
Best Writing (Screenplay),8,The Lives of a Bengal Lancer,The Lives of a Bengal Lancer
Best Writing (Screenplay),9,After the Thin Man,After the Thin Man
Best Writing (Screenplay),9,Dodsworth,Dodsworth
Best Writing (Screenplay),9,Mr. Deeds Goes to Town,Mr. Deeds Goes to Town
Best Writing (Screenplay),9,My Man Godfrey,My Man Godfrey
Best Writing (Screenplay),9,The Story of Louis Pasteur,The Story of Louis Pasteur
Best Writing (Screenplay),10,A Star Is Born,A Star Is Born
Best Writing (Screenplay),10,Captains Courageous,Captains Courageous
Best Writing (Screenplay),10,Stage Door,Stage Door
Best Writing (Screenplay),10,The Awful Truth,The Awful Truth
Best Writing (Screenplay),10,The Life of Emile Zola,The Life of Emile Zola
Best Writing (Screenplay),11,Boys Town,Boys Town
Best Writing (Screenplay),11,Four Daughters,Four Daughters
Best Writing (Screenplay),11,Pygmalion,Pygmalion
Best Writing (Screenplay),11,The Citadel,The Citadel
Best Writing (Screenplay),11,You Can't Take It with You,You Can't Take It with You
Best Writing (Screenplay),12,Gone With the Wind,Gone With the Wind
Best Writing (Screenplay),12,"Goodbye, Mr. Chips","Goodbye, Mr. Chips"
Best Writing (Screenplay),12,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington
Best Writing (Screenplay),12,Ninotchka,Ninotchka
Best Writing (Screenplay),12,Wuthering Heights,Wuthering Heights
Best Writing (Screenplay),13,Kitty Foyle,Kitty Foyle
Best Writing (Screenplay),13,Rebecca,Rebecca
Best Writing (Screenplay),13,The Grapes of Wrath,The Grapes of Wrath
Best Writing (Screenplay),13,The Long Voyage Home,The Long Voyage Home
Best Writing (Screenplay),13,The Philadelphia Story,The Philadelphia Story
Best Writing (Screenplay),14,Here Comes Mr. Jordan,Here Comes Mr. Jordan
Best Writing (Screenplay),14,Hold Back the Dawn,Hold Back the Dawn
Best Writing (Screenplay),14,How Green Was My Valley,How Green Was My Valley
Best Writing (Screenplay),14,The Little Foxes,The Little Foxes
Best Writing (Screenplay),14,The Maltese Falcon,The Maltese Falcon
Best Writing (Screenplay),15,49th Parallel,49th Parallel
Best Writing (Screenplay),15,Mrs. Miniver,Mrs. Miniver
Best Writing (Screenplay),15,Random Harvest,Random Harvest
Best Writing (Screenplay),15,The Pride of the Yankees,The Pride of the Yankees
Best Writing (Screenplay),15,The Talk of the Town,The Talk of the Town
Best Writing (Screenplay),16,Casablanca,Casablanca
Best Writing (Screenplay),16,Holy Matrimony,Holy Matrimony
Best Writing (Screenplay),16,The More the Merrier,The More the Merrier
Best Writing (Screenplay),16,The Song of Bernadette,The Song of Bernadette
Best Writing (Screenplay),16,Watch on the Rhine,Watch on the Rhine
Best Writing (Screenplay),17,Double Indemnity,Double Indemnity
Best Writing (Screenplay),17,Gaslight,Gaslight
Best Writing (Screenplay),17,Going My Way,Going My Way
Best Writing (Screenplay),17,Laura,Laura
Best Writing (Screenplay),17,Meet Me in St. Louis,Meet Me in St. Louis
Best Writing (Title Writing),1,– The Private Life of Helen of Troy,Gerald Duffy
Best Writing (Title Writing),1,no specific film,George Marion Jr.
Fredric March – The Best Years of Our Lives as Platoon Sergeant Al Stephenson,19,Henry V,Laurence Olivier
Fredric March – The Best Years of Our Lives as Platoon Sergeant Al Stephenson,19,It's a Wonderful Life,James Stewart
Fredric March – The Best Years of Our Lives as Platoon Sergeant Al Stephenson,19,The Best Years of Our Lives,Fredric March
Fredric March – The Best Years of Our Lives as Platoon Sergeant Al Stephenson,19,The Jolson Story,Larry Parks
Fredric March – The Best Years of Our Lives as Platoon Sergeant Al Stephenson,19,The Yearling,Gregory Peck
Harold Russell – The Best Years of Our Lives as Petty Officer 2nd Class Homer Parrish,19,Notorious,Claude Rains
Harold Russell – The Best Years of Our Lives as Petty Officer 2nd Class Homer Parrish,19,The Best Years of Our Lives,Harold Russell
Harold Russell – The Best Years of Our Lives as Petty Officer 2nd Class Homer Parrish,19,The Green Years,Charles Coburn
Harold Russell – The Best Years of Our Lives as Petty Officer 2nd Class Homer Parrish,19,The Jolson Story,William Demarest
Harold Russell – The Best Years of Our Lives as Petty Officer 2nd Class Homer Parrish,19,The Razor's Edge,Clifton Webb
Outstanding Motion Picture,14,Blossoms in the Dust,Blossoms in the Dust
Outstanding Motion Picture,14,Citizen Kane,Citizen Kane
Outstanding Motion Picture,14,Here Comes Mr. Jordan,Here Comes Mr. Jordan
Outstanding Motion Picture,14,Hold Back the Dawn,Hold Back the Dawn
Outstanding Motion Picture,14,How Green Was My Valley,How Green Was My Valley
Outstanding Motion Picture,14,One Foot in Heaven,One Foot in Heaven
Outstanding Motion Picture,14,Sergeant York,Sergeant York
Outstanding Motion Picture,14,Suspicion,Suspicion
Outstanding Motion Picture,14,The Little Foxes,The Little Foxes
Outstanding Motion Picture,14,The Maltese Falcon,The Maltese Falcon
Outstanding Motion Picture,15,49th Parallel,49th Parallel
Outstanding Motion Picture,15,Kings Row,Kings Row
Outstanding Motion Picture,15,Mrs. Miniver,Mrs. Miniver
Outstanding Motion Picture,15,Random Harvest,Random Harvest
Outstanding Motion Picture,15,The Magnificent Ambersons,The Magnificent Ambersons
Outstanding Motion Picture,15,The Pied Piper,The Pied Piper
Outstanding Motion Picture,15,The Pride of the Yankees,The Pride of the Yankees
Outstanding Motion Picture,15,The Talk of the Town,The Talk of the Town
Outstanding Motion Picture,15,Wake Island,Wake Island
