Movie_Title,Release_Year,Production_Company_Name,Company_Name_(Wikipedia),Company_HQ,Company_Founded_Year
Her,2013,Annapurna Pictures,Annapurna Pictures,"Los Angeles, California, U.S.",2011
Blue Jasmine,2013,Gravier Productions,Gravier Productions,,
Blue Jasmine,2013,Perdido Productions,Perdido Productions,,
20 Feet from Stardom,2013,Tremolo Productions,Tremolo Productions,,
20 Feet from Stardom,2013,Gil Friesen Productions,Gil Friesen Productions,,
Helium,2014,M&M Productions,M&M Productions,,
The Great Beauty,2013,Indigo Film,Indigo Film,"Rome, Italy",1994
The Great Beauty,2013,Pathé,Pathé,"2 Rue Lamennais 75008, Paris, France",1896
The Great Beauty,2013,France 2 Cinéma,France 2,,
The Lady in Number 6: Music Saved My Life,2013,Reed Entertainment/Bunbury Films,Reed Entertainment/Bunbury Films,,
American Hustle,2013,Columbia Pictures,Columbia Pictures,"Thalberg Building, 10202 West Washington Boulevard, Culver City, California, U.S.",1918
American Hustle,2013,Atlas Entertainment,Atlas Entertainment,"Los Angeles, California, U.S.",1994
American Hustle,2013,Annapurna Pictures,Annapurna Pictures,"Los Angeles, California, U.S.",2011
Captain Phillips,2013,Columbia Pictures,Columbia Pictures,"Thalberg Building, 10202 West Washington Boulevard, Culver City, California, U.S.",1918
Captain Phillips,2013,Trigger Street Productions,Trigger Street Productions,"Los Angeles, California, United States",1997
Nebraska,2013,Paramount Vantage,Paramount Vantage,"5555 Melrose Avenue, Hollywood, Los Angeles California, U.S",1998
Nebraska,2013,[a],,,
Nebraska,2013,FilmNation Entertainment,FilmNation Entertainment,"150 West 22nd Street9th FloorNew York City, New York 10017  United States",2008
The Wolf of Wall Street,2013,Red Granite Pictures,Red Granite Pictures,"West Hollywood, California",2010
The Wolf of Wall Street,2013,Appian Way Productions,Appian Way Productions,"West Hollywood, California, U.S.",2001
The Wolf of Wall Street,2013,Sikelia Productions,Sikelia Productions,"New York City, New York",1989
Philomena,2013,Pathé,Pathé,"2 Rue Lamennais 75008, Paris, France",1896
Philomena,2013,BBC Films,BBC Film,"Broadcasting House, London, England",1990
Philomena,2013,BFI,British Film Institute,"21 Stephen Street, London, United Kingdom W1T 1LN",
Philomena,2013,Yucaipa Films,Yucaipa Companies,"Los Angeles, California, United States",1986
Philomena,2013,Canal+,Canal+ S.A.,"Issy-les-Moulineaux, France",1984
Philomena,2013,Ciné+,Ciné+ OCS,"Paris, France",
Philomena,2013,Baby Cow Productions,Baby Cow Productions,"5-6 Portland Mews, W1F 8JG, London, United Kingdom",1999
The Hobbit: The Desolation of Smaug,2013,New Line Cinema,New Line Cinema,"4000 Warner Blvd, Burbank, California, United States",1967
The Hobbit: The Desolation of Smaug,2013,Metro-Goldwyn-Mayer Pictures,Metro-Goldwyn-Mayer,"Beverly Hills, California, United States",1924
The Hobbit: The Desolation of Smaug,2013,WingNut Films,WingNut Films,"Wellington, New Zealand",1987
August: Osage County,2013,Smoke House Pictures,Smokehouse Pictures,"Burbank, California, United States",2006
August: Osage County,2013,Yucaipa Films,Yucaipa Companies,"Los Angeles, California, United States",1986
Despicable Me 2,2013,Universal Pictures,Universal Pictures,"10 Universal City Plaza, Universal City, California, U.S.",1912
Despicable Me 2,2013,[1],,,
Despicable Me 2,2013,Illumination Entertainment,Illumination (company),"2230 Broadway, Santa Monica, California, United States",2007
Despicable Me 2,2013,[1],,,
Inside Llewyn Davis,2013,StudioCanal,StudioCanal,"Paris, France",1984
Inside Llewyn Davis,2013,Anton Capital Entertainment,StudioCanal,"Paris, France",1984
Inside Llewyn Davis,2013,Scott Rudin Productions,Scott Rudin,,
Inside Llewyn Davis,2013,Mike Zoss Productions,Coen brothers,,
Lone Survivor,2013,Emmett/Furla Films,Emmett/Furla Oasis,"Beverly Hills, California, United States",1998
Lone Survivor,2013,Film 44,Peter Berg,,
Lone Survivor,2013,Foresight Unlimited,Mark Damon,,
Lone Survivor,2013,Spikings Entertainment,,,
The Grandmaster,2013,Annapurna Pictures,Annapurna Pictures,"Los Angeles, California, U.S.",2011
The Grandmaster,2013,Sil-Metropole Organisation,,,
The Grandmaster,2013,Bona International Film Group,Bona Film Group,"Beijing, ChinaHong Kong",1999
The Lone Ranger,2013,Walt Disney Pictures,Walt Disney Pictures,"500 South Buena Vista Street, Burbank, California, U.S.",1923
The Lone Ranger,2013,Jerry Bruckheimer Films,Jerry Bruckheimer Films,"Santa Monica, California, U.S.",1983
The Lone Ranger,2013,Blind Wink Productions,Gore Verbinski,,
The Lone Ranger,2013,Infinitum Nihil,Infinitum Nihil,Los Angeles,2004
All Is Lost,2013,Black Bear Pictures,,,
All Is Lost,2013,[1],,,
All Is Lost,2013,[1],,,
All Is Lost,2013,Before the Door Pictures,,,
All Is Lost,2013,[1],,,
All Is Lost,2013,Washington Square Films,Washington Square Films,"New York City, United States",1995
All Is Lost,2013,[1],,,
All Is Lost,2013,[1],,,
Alone yet Not Alone,2013,AYNA,AYNA,,
Before Midnight,2013,Castle Rock Entertainment,Castle Rock Entertainment,"Beverly Hills, California, U.S.[1]",1987
Before Midnight,2013,[N 1],,,
Before Midnight,2013,Venture Forth,Terri (film),,
Before Midnight,2013,Detour Filmproduction,Richard Linklater,,
Cutie and the Boxer,2013,Cine Mosaic,Cine Mosaic,,
Cutie and the Boxer,2013,Ex Lion Tamer,Ex Lion Tamer,,
Cutie and the Boxer,2013,Little Magic Films,Little Magic Films,,
Ernest & Celestine,2012,Les Armateurs,,,
Ernest & Celestine,2012,Melusine Productions,Melusine Productions,"Howald, Luxembourg",1997
Get a Horse!,2013,Walt Disney Animation Studios,Walt Disney Animation Studios,"2100 West Riverside Drive, Burbank, California, U.S.",1923
Iron Man 3,2013,Marvel Studios,Marvel Studios,"Frank G. Wells Building, 2nd Floor, 500 South Buena Vista Street, Burbank, California, United States",1993
Jackass Presents: Bad Grandpa,2013,Dickhouse Productions,Jackass (franchise),,
Jackass Presents: Bad Grandpa,2013,[1],,,
Jackass Presents: Bad Grandpa,2013,MTV Films,MTV Entertainment Studios,"Hollywood, Los Angeles, California, U.S.",1991
Jackass Presents: Bad Grandpa,2013,[1],,,
Mandela: Long Walk to Freedom,2013,Pathé,Pathé,"2 Rue Lamennais 75008, Paris, France",1896
Prisoners,2013,Alcon Entertainment,Alcon Entertainment,"Los Angeles, California",
Saving Mr. Banks,2013,Walt Disney Pictures,Walt Disney Pictures,"500 South Buena Vista Street, Burbank, California, U.S.",1923
Saving Mr. Banks,2013,[1],,,
Saving Mr. Banks,2013,[2],,,
Saving Mr. Banks,2013,Essential Media and Entertainment,,,
Saving Mr. Banks,2013,[2],,,
Saving Mr. Banks,2013,BBC Films,BBC Film,"Broadcasting House, London, England",1990
Saving Mr. Banks,2013,[2],,,
Saving Mr. Banks,2013,Hopscotch Features,Lionsgate Canada,"Toronto, Ontario, Canada",1970
Saving Mr. Banks,2013,[2],,,
Star Trek Into Darkness,2013,Paramount Pictures,Paramount Pictures,"5555 Melrose Avenue, Hollywood, Los Angeles, California, U.S.",1912
Star Trek Into Darkness,2013,[1],,,
Star Trek Into Darkness,2013,Skydance Productions,Skydance Media,"Santa Monica, California, U.S.",2006
Star Trek Into Darkness,2013,[1],,,
Star Trek Into Darkness,2013,Bad Robot,Bad Robot,"Santa Monica, California, United States",1999
Star Trek Into Darkness,2013,[1],,,
That Wasn't Me,2012,Instituto de la Cinematografía y de las Artes Audiovisuales,Institute of Cinematography and Audiovisual Arts,"Casa de las Siete Chimeneas, Plaza del Rey, 1, Madrid, Spain",
The Act of Killing,2012,Final Cut for Real,Final Cut for Real,"Copenhagen, Denmark",2010
The Book Thief,2013,Fox 2000 Pictures,Fox 2000 Pictures,"Century City, Los Angeles, United States",1994
The Book Thief,2013,Studio Babelsberg,Babelsberg Studio,"Potsdam-Babelsberg, Brandenburg, Germany",1912
The Book Thief,2013,TSG Entertainment,TSG Entertainment,"New York City, United States",2013
The Broken Circle Breakdown,2012,Menuet,Menuet,,
The Broken Circle Breakdown,2012,Topkapi Films,Topkapi Films,,
The Croods,2013,DreamWorks Animation,DreamWorks Animation,"1000 Flower Street, Glendale, California 91201, U.S.",1994
The Hunt,2012,Zentropa,Zentropa,"Hvidovre, Denmark",1992
The Invisible Woman,2013,Headline Pictures,Headline Pictures,"London, England",2005
The Invisible Woman,2013,BBC Films,BBC Film,"Broadcasting House, London, England",1990
The Invisible Woman,2013,BFI,British Film Institute,"21 Stephen Street, London, United Kingdom W1T 1LN",
The Square,2013,Noujaim Films,Jehane Noujaim,,
The Square,2013,Worldview Entertainment,Worldview Entertainment,"1384 Broadway25th FloorNew York, NY 10018",2007
The Wind Rises,2013,Studio Ghibli,Studio Ghibli,"Kajino-chō, Koganei, Tokyo, Japan",1985
Birdman or (The Unexpected Virtue of Ignorance),2014,Regency Enterprises,Regency Enterprises,"West Hollywood, California, U.S.London, EnglandLuxembourg City, Luxembourg[1]",1991
Birdman or (The Unexpected Virtue of Ignorance),2014,New Regency,Regency Enterprises,"West Hollywood, California, U.S.London, EnglandLuxembourg City, Luxembourg[1]",1991
Birdman or (The Unexpected Virtue of Ignorance),2014,TSG Entertainment,TSG Entertainment,"New York City, United States",2013
Birdman or (The Unexpected Virtue of Ignorance),2014,Worldview Entertainment,Worldview Entertainment,"1384 Broadway25th FloorNew York, NY 10018",2007
The Grand Budapest Hotel,2014,Fox Searchlight Pictures,Searchlight Pictures,"10201 West Pico Boulevard, Century City, Los Angeles, California, United States[2]",1994
The Grand Budapest Hotel,2014,TSG Entertainment,TSG Entertainment,"New York City, United States",2013
The Grand Budapest Hotel,2014,[1],,,
The Grand Budapest Hotel,2014,Indian Paintbrush,Indian Paintbrush (company),"Santa Monica, California, U.S.",2006
The Grand Budapest Hotel,2014,Studio Babelsberg,Babelsberg Studio,"Potsdam-Babelsberg, Brandenburg, Germany",1912
The Grand Budapest Hotel,2014,American Empirical Pictures,Wes Anderson,,
Whiplash,2014,Bold Films,Bold Films,"Los Angeles, U.S.",2004
Whiplash,2014,Blumhouse Productions,Blumhouse Productions,"Los Angeles, California, United States",2000
Whiplash,2014,Right of Way Films,Jason Reitman,,
The Imitation Game,2014,Black Bear Pictures,,,
American Sniper,2014,Village Roadshow Pictures,Village Roadshow Pictures,"Los Angeles, California, U.S.",1989
American Sniper,2014,RatPac-Dune Entertainment,RatPac Entertainment,"Los Angeles, California, U.S.",2013
American Sniper,2014,Malpaso Productions,Malpaso Productions,"Burbank, California, United States",1967
Boyhood,2014,IFC Productions,IFC Films,"New York, New York, United States",2000
Boyhood,2014,Cinetic Media,Cinetic Media,"New York City, New York, United States",
Interstellar,2014,Paramount Pictures,Paramount Pictures,"5555 Melrose Avenue, Hollywood, Los Angeles, California, U.S.",1912
Interstellar,2014,Warner Bros. Pictures,Warner Bros. Pictures,"4000 Warner Boulevard, Burbank, California, U.S.",1910
Interstellar,2014,Legendary Pictures,Legendary Entertainment,"2900 West Alameda Avenue, Burbank, California 91505, United States",2000
Interstellar,2014,Syncopy Inc.,Syncopy Inc.,LondonLos Angeles,2001
The Theory of Everything,2014,Working Title Films,Working Title Films,"London, United Kingdom",1983
The Theory of Everything,2014,[2],,,
Ida,2013,Polish Film Institute,Polish Film Institute,"Warsaw, Poland",2005
Ida,2013,Canal+ Polska,Canal+ S.A.,"Issy-les-Moulineaux, France",1984
Ida,2013,Danish Film Institute,Danish Film Institute,"Copenhagen, Denmark",
Ida,2013,Eurimages,,,
Ida,2013,Andrea Occhipinti,,,
Selma,2014,Pathé,Pathé,"2 Rue Lamennais 75008, Paris, France",1896
Selma,2014,[1],,,
Selma,2014,Cloud Eight Films,Cloud Eight Films,"71 Queen Victoria Street, London EC4V 4BE, United Kingdom",2008
Selma,2014,[1],,,
Selma,2014,Plan B Entertainment,Plan B Entertainment,"9150 Wilshire BoulevardBeverly Hills, California, U.S.",2001
Selma,2014,[1],,,
Selma,2014,Harpo Films,Harpo Productions,"Chicago, Illinois (1986–2015)",1986
Selma,2014,[1],,,
Selma,2014,Ingenious Media,Ingenious Media,"London, W1United Kingdom",1998
Selma,2014,[1],,,
Selma,2014,[1],,,
Big Hero 6,2014,Walt Disney Animation Studios,Walt Disney Animation Studios,"2100 West Riverside Drive, Burbank, California, U.S.",1923
Citizenfour,2014,HBO Documentary Films,HBO Films,"Los Angeles, United States",1983
Citizenfour,2014,[1],,,
Citizenfour,2014,Participant Media,Participant (company),"Los Angeles, California, United States",2004
Crisis Hotline: Veterans Press 1,2013,HBO Documentary Films,HBO Documentary Films,United States,
Feast,2014,Walt Disney Animation Studios,Walt Disney Animation Studios,"2100 West Riverside Drive, Burbank, California, U.S.",1923
Still Alice,2014,Killer Films,Killer Films,"New York City, New York, United States",1995
Foxcatcher,2014,Annapurna Pictures,Annapurna Pictures,"Los Angeles, California, U.S.",2011
Foxcatcher,2014,Likely Story,Likely Story,New York City,2006
Mr. Turner,2014,Film4,Film4 Productions,"London, England, United Kingdom",1982
Mr. Turner,2014,Focus Features International,Focus Features,"Universal City, California, United States",2002
Mr. Turner,2014,Thin Man Films,Thin Man Films,"Greek Street, London, United Kingdom",1988
Into the Woods,2014,Walt Disney Pictures,Walt Disney Pictures,"500 South Buena Vista Street, Burbank, California, U.S.",1923
Into the Woods,2014,[1],,,
Into the Woods,2014,[1],,,
Into the Woods,2014,[1],,,
Unbroken,2014,Legendary Pictures,Legendary Entertainment,"2900 West Alameda Avenue, Burbank, California 91505, United States",2000
Unbroken,2014,3 Arts Entertainment,3 Arts Entertainment,"Beverly Hills, California, U.S.",1991
Guardians of the Galaxy,2014,Marvel Studios,Marvel Studios,"Frank G. Wells Building, 2nd Floor, 500 South Buena Vista Street, Burbank, California, United States",1993
Inherent Vice,2014,IAC Films,IAC Inc.,"IAC Building, New York City, New York, United States",1995
Inherent Vice,2014,[1],,,
Inherent Vice,2014,[1],,,
Inherent Vice,2014,RatPac-Dune Entertainment,RatPac Entertainment,"Los Angeles, California, U.S.",2013
Inherent Vice,2014,[1],,,
Inherent Vice,2014,Scott Rudin Productions,Scott Rudin,,
Inherent Vice,2014,[1],,,
Wild,2014,Pacific Standard,Hello Sunshine (company),"Los Angeles, California, United States",2016
Wild,2014,TSG Entertainment,TSG Entertainment,"New York City, United States",2013
Begin Again,2013,Sycamore Pictures,Sycamore Pictures,"Los Angeles, California",2011
Begin Again,2013,Black Label Media,,,
Begin Again,2013,Likely Story,Likely Story,New York City,2006
Begin Again,2013,Apatow Productions,Apatow Productions,"Los Angeles, California, U.S.",1999
Beyond the Lights,2014,Homegrown Pictures,Homegrown Pictures,,
Beyond the Lights,2014,Undisputed Cinema,Undisputed Cinema,,
Captain America: The Winter Soldier,2014,Marvel Studios,Marvel Studios,"Frank G. Wells Building, 2nd Floor, 500 South Buena Vista Street, Burbank, California, United States",1993
Dawn of the Planet of the Apes,2014,20th Century Fox,20th Century Studios,"Fox Studio Lot Building 88, 10201 West Pico Boulevard, Century City, Los Angeles, California, United States",1935
Dawn of the Planet of the Apes,2014,[1],,,
Dawn of the Planet of the Apes,2014,Chernin Entertainment,Chernin Entertainment,"Los Angeles, California",2009
Dawn of the Planet of the Apes,2014,[1],,,
Dawn of the Planet of the Apes,2014,[2],,,
Dawn of the Planet of the Apes,2014,TSG Entertainment,TSG Entertainment,"New York City, United States",2013
Dawn of the Planet of the Apes,2014,[2],,,
Dawn of the Planet of the Apes,2014,Ingenious Media,Ingenious Media,"London, W1United Kingdom",1998
Dawn of the Planet of the Apes,2014,[2],,,
Finding Vivian Maier,2013,Ravine Pictures,Ravine Pictures,,
Glen Campbell: I'll Be Me,2014,PCH Films,PCH Films,,
Gone Girl,2014,20th Century Fox,20th Century Studios,"Fox Studio Lot Building 88, 10201 West Pico Boulevard, Century City, Los Angeles, California, United States",1935
Gone Girl,2014,Regency Enterprises,Regency Enterprises,"West Hollywood, California, U.S.London, EnglandLuxembourg City, Luxembourg[1]",1991
How to Train Your Dragon 2,2014,DreamWorks Animation,DreamWorks Animation,"1000 Flower Street, Glendale, California 91201, U.S.",1994
Last Days in Vietnam,2014,Moxie Firecracker Films,Moxie Firecracker Films,,
Leviathan,2014,Non-Stop Production,Non-Stop Production,"Moscow, Russia",2005
Leviathan,2014,[1],,,
Leviathan,2014,Russian Ministry of Culture,Ministry of Culture (Russia),"Maly Gnezdnikovsky 6/7, Moscow55°45′44.46″N 37°36′19.53″E﻿ / ﻿55.7623500°N 37.6054250°E﻿ / 55.7623500; 37.6054250",
Leviathan,2014,Cinema Fund,Cinema Foundation of Russia,"Moscow, Russia",1994
Leviathan,2014,[1],,,
